,appid,title,short_description,is_free,supported_languages,developers,publishers,platforms,categories,genres,release_date
169,1546970,Grand Theft Auto III – The Definitive Edition,"It all starts in Liberty City. With revolutionary freedom to go anywhere and jack anyone, Grand Theft Auto III puts the center of the criminal underworld at your fingertips, if you have enough guts to take it.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar Games'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","19 Jan, 2023"
170,12210,Grand Theft Auto IV: The Complete Edition,"Niko Bellic, Johnny Klebitz and Luis Lopez all have one thing in common - they live in the worst city in America. Liberty City worships money and status, and is heaven for those who have them and a living nightmare for those who don't.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain<br><strong>*</strong>languages with full audio support","['Rockstar North', 'Rockstar Toronto']",['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","24 Mar, 2020"
171,1547000,Grand Theft Auto: San Andreas – The Definitive Edition,"Grand Theft Auto: San Andreas: It’s the early ’90s. After a couple of cops frame him for homicide, Carl ‘CJ’ Johnson is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar Games'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","19 Jan, 2023"
172,271590,Grand Theft Auto V,"Grand Theft Auto V for PC offers players the option to explore the award-winning world of Los Santos and Blaine County in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Japanese, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Rockstar North'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","13 Apr, 2015"
173,1546990,Grand Theft Auto: Vice City – The Definitive Edition,Welcome to the 1980s. From the decade of big hair and pastel suits comes the story of one man's rise to the top of the criminal pile. Grand Theft Auto returns with Tommy Vercetti’s tale of betrayal and revenge in a neon-soaked tropical town full of excess and brimming with possibilities.,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar Games'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","19 Jan, 2023"
174,1240440,Halo Infinite,The legendary Halo series returns with the most expansive Master Chief campaign yet and a ground-breaking free to play multiplayer experience.,True,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong>, Danish, Finnish, Norwegian, Portuguese - Portugal<br><strong>*</strong>languages with full audio support",['343 Industries'],['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 47, 'description': 'LAN PvP'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}]","15 Nov, 2021"
175,277430,Halo: Spartan Assault,Halo: Spartan Assault brings the excitement of Halo combat to Steam for the very first time. Battle your way through 30 action-packed missions against the Covenant as you explore the origin of the Spartan Ops program featured in Halo 4. *DirectX feature level 10 required. *,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Vanguard Games', '343 Industries']",['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 25, 'description': 'Steam Leaderboards'}]","[{'id': '1', 'description': 'Action'}]","4 Apr, 2014"
176,324570,Halo: Spartan Strike,"Halo: Spartan Strike makes you a Spartan supersoldier battling evil forces. Delve into 30 challenging missions through cities and jungles using a devastating arsenal of weapons, abilities and vehicles including the iconic Warthog against the Covenant and Promethean enemies. *DirectX feature level 10 required*",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","['343 Industries', 'Vanguard Games']",['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 25, 'description': 'Steam Leaderboards'}]","[{'id': '1', 'description': 'Action'}]","16 Apr, 2015"
177,976730,Halo: The Master Chief Collection,"The Master Chief’s iconic journey includes six games, built for PC and collected in a single integrated experience. Whether you’re a long-time fan or meeting Spartan 117 for the first time, The Master Chief Collection is the definitive Halo gaming experience.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support","['343 Industries', 'Splash Damage', 'Ruffian Games', 'Bungie', 'Saber Interactive']",['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 47, 'description': 'LAN PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 48, 'description': 'LAN Co-op'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 30, 'description': 'Steam Workshop'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}]","3 Dec, 2019"
178,459220,Halo Wars: Definitive Edition,"Halo Wars: Definitive Edition is an enhanced version of the real-time strategy classic, Halo Wars, updated to run natively on PC. Halo Wars: Definitive Edition includes improved graphics, new achievements and all of the DLC created for the landmark real-time strategy game.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Czech, Hungarian, Japanese<strong>*</strong>, Korean, Polish, Russian<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Ensemble Studios', 'Behaviour Interactive', '343 Industries']",['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 13, 'description': 'Captions available'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '2', 'description': 'Strategy'}]","20 Apr, 2017"
179,1250410,Microsoft Flight Simulator 40th Anniversary Edition,"From gliders and helicopters to wide-body jets, fly highly detailed and accurate aircraft in the Microsoft Flight Simulator 40th Anniversary Edition. The world is at your fingertips.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Dutch, Finnish, Japanese, Norwegian, Swedish<br><strong>*</strong>languages with full audio support",['Asobo Studio'],['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 53, 'description': 'VR Supported'}, {'id': 35, 'description': 'In-App Purchases'}]","[{'id': '28', 'description': 'Simulation'}]","17 Aug, 2020"
180,314160,Microsoft Flight Simulator X: Steam Edition,"Take to the skies in the World’s favourite flight simulator! The multi award winning Microsoft Flight Simulator X lands on Steam for the first time. Take off from anywhere in the world, flying some of the world’s most iconic aircraft to any one of 24,000 destinations.",False,English,['Microsoft Game Studios'],['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 18, 'description': 'Partial Controller Support'}]","[{'id': '28', 'description': 'Simulation'}]","18 Dec, 2014"
181,578080,PUBG: BATTLEGROUNDS,"Play PUBG: BATTLEGROUNDS for free. Land on strategic locations, loot weapons and supplies, and survive to become the last team standing across various, diverse Battlegrounds. Squad up and join the Battlegrounds for the original Battle Royale experience that only PUBG: BATTLEGROUNDS can offer.",True,"English, Korean, Simplified Chinese, French, German, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Thai, Italian, Portuguese - Brazil, Traditional Chinese, Ukrainian","['KRAFTON, Inc.']","['KRAFTON, Inc.']","{'windows': True, 'mac': False, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 15, 'description': 'Stats'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}]","21 Dec, 2017"
182,1404210,Red Dead Online,"Step into the vibrant, ever-evolving world of Red Dead Online and experience life in frontier America. Chase down bounties, battle outlaw gangs and other players, hunt, fish and trade, search for exotic treasures, run Moonshine, and much more to discover in a world of astounding depth and detail.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar Games'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","1 Dec, 2020"
183,1174180,Red Dead Redemption 2,"Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, RDR2 is the epic tale of outlaw Arthur Morgan and the infamous Van der Linde gang, on the run across America at the dawn of the modern age. Also includes access to the shared living world of Red Dead Online.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar Games'],['Rockstar Games'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]","Dec 5, 2019"
184,252490,Rust,"The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. Do whatever it takes to last another night.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Turkish<strong>*</strong>, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support",['Facepunch Studios'],['Facepunch Studios'],"{'windows': True, 'mac': True, 'linux': False}","[{'id': 1, 'description': 'Multi-player'}, {'id': 20, 'description': 'MMO'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 30, 'description': 'Steam Workshop'}, {'id': 35, 'description': 'In-App Purchases'}, {'id': 8, 'description': 'Valve Anti-Cheat enabled'}, {'id': 15, 'description': 'Stats'}, {'id': 42, 'description': 'Remote Play on Tablet'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]","8 Feb, 2018"
185,1091500,Cyberpunk 2077,"Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Hungarian, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America, Thai, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['CD PROJEKT RED'],['CD PROJEKT RED'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '3', 'description': 'RPG'}]","9 Dec, 2020"
186,292030,The Witcher® 3: Wild Hunt,"You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Arabic, Czech, Hungarian, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Traditional Chinese, Turkish, Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",['CD PROJEKT RED'],['CD PROJEKT RED'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '3', 'description': 'RPG'}]","18 May, 2015"
187,303800,The Witcher Adventure Game,"The Witcher Adventure Game is a digital adaptation of CD PROJEKT RED’s board game set in the brutal fantasy universe of monster slayer Geralt of Rivia. Travel across the beautifully rendered world of The Witcher and complete a variety of quests — hunt deadly beasts, solve ancient mysteries and more.",False,"English, Polish","['CD PROJEKT RED', 'Can Explode']",['CD PROJEKT RED'],"{'windows': True, 'mac': True, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 24, 'description': 'Shared/Split Screen'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 44, 'description': 'Remote Play Together'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '2', 'description': 'Strategy'}]","27 Nov, 2014"
188,20920,The Witcher 2: Assassins of Kings Enhanced Edition,A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...,False,"English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Spanish - Spain, Russian<strong>*</strong>, Czech, Hungarian, Japanese, Polish<strong>*</strong>, Turkish, Traditional Chinese, Italian, Korean, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",['CD PROJEKT RED'],"['CD PROJEKT RED', '1C-SoftClub']","{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 25, 'description': 'Steam Leaderboards'}]","[{'id': '3', 'description': 'RPG'}]","16 Apr, 2012"
189,20900,The Witcher: Enhanced Edition Director's Cut,"Become The Witcher, Geralt of Rivia, a legendary monster slayer caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.",False,"English, French, German, Spanish - Spain, Italian, Czech, Russian, Hungarian, Polish, Traditional Chinese (text only)",['CD PROJEKT RED'],"['CD PROJEKT RED', '1C-SoftClub']","{'windows': True, 'mac': True, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]","16 Sep, 2008"
190,412020,Metro Exodus,"Flee the shattered ruins of the Moscow Metro and embark on an epic, continent-spanning journey across the post-apocalyptic Russian wilderness. Explore vast, non-linear levels, lose yourself in an immersive, sandbox survival experience, and follow a thrilling story-line that spans an entire year in the greatest Metro adventure yet.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Polish, Portuguese - Brazil, Russian<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese, Ukrainian<strong>*</strong>, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",['4A Games'],['Deep Silver'],"{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 41, 'description': 'Remote Play on Phone'}, {'id': 42, 'description': 'Remote Play on Tablet'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}]","14 Feb, 2020"
191,287390,Metro: Last Light Redux,"It is the year 2034. Beneath the ruins of post-apocalyptic Moscow, in the tunnels of the Metro, the remnants of mankind are besieged by deadly threats from outside – and within. Mutants stalk the catacombs beneath the desolate surface, and hunt amidst the poisoned skies above.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Dutch, Polish, Russian<strong>*</strong>, Ukrainian<strong>*</strong><br><strong>*</strong>languages with full audio support",['4A Games'],['Deep Silver'],"{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 43, 'description': 'Remote Play on TV'}]","[{'id': '1', 'description': 'Action'}]","27 Aug, 2014"
192,286690,Metro 2033 Redux,"In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the Earth's surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age. The year is 2033.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Dutch, Polish, Russian<strong>*</strong>, Ukrainian<strong>*</strong><br><strong>*</strong>languages with full audio support",['4A Games'],['Deep Silver'],"{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}]","27 Aug, 2014"
193,1551360,Forza Horizon 5,"Your Ultimate Horizon Adventure awaits! Explore the vibrant open world landscapes of Mexico with limitless, fun driving action in the world’s greatest cars. Conquer the rugged Sierra Nueva in the ultimate Horizon Rally experience. Requires Forza Horizon 5 game, expansion sold separately.",False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Playground Games'],['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]","8 Nov, 2021"
194,1293830,Forza Horizon 4,Dynamic seasons change everything at the world’s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world.,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Playground Games'],['Xbox Game Studios'],"{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 27, 'description': 'Cross-Platform Multiplayer'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '9', 'description': 'Racing'}]","9 Mar, 2021"
195,1245620,ELDEN RING,"THE NEW FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.",False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support",['FromSoftware Inc.'],"['FromSoftware Inc.', 'Bandai Namco Entertainment']","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 9, 'description': 'Co-op'}, {'id': 38, 'description': 'Online Co-op'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]","24 Feb, 2022"
